_d88 [(1, 0.059437033379101709), (3, 0.020585158966381703), (4, 0.91673213457293912)]
_d89 [(1, 0.087181122038479025), (3, 0.016234327324085498), (4, 0.89402610580012087)]
_d90 [(1, 0.05455398114588484), (3, 0.018894305884072943), (4, 0.92357276652804698)]
_d91 [(1, 0.042969253295119358), (3, 0.014885160736976934), (4, 0.93979999058526209)]
_d92 [(1, 0.05270837324607703), (3, 0.018257430176371367), (4, 0.92615659808763717)]
_d93 [(1, 0.081876822885379549), (3, 0.019824425701266062), (4, 0.89517302225773132)]
_d94 [(1, 0.055206043610501916), (3, 0.019121034484551692), (4, 0.92265858754050123)]
_d95 [(1, 0.056544817208676386), (3, 0.019583663295909274), (4, 0.92078382560580929)]
_d96 [(1, 0.060897394469550288), (3, 0.014747732919574904), (4, 0.92203076102401549)]
_d97 [(1, 0.049877089551071181), (3, 0.017276046578366931), (4, 0.93012367651705719)]
_d98 [(1, 0.050413790534089675), (3, 0.017460961632806353), (4, 0.92937251834555534)]
_d99 [(1, 0.055876871966038924), (3, 0.019354986129427185), (4, 0.9217175687355964)]
_d100 [(1, 0.056544885909955642), (3, 0.019583702530614998), (4, 0.92078371766973943)]
_d101 [(1, 0.070369722994082395), (3, 0.019350622722856269), (4, 0.90722908112355527)]
_d102 [(1, 0.054553453205872807), (3, 0.018894004446542819), (4, 0.92357359590624144)]
_d103 [(1, 0.054536040348759286), (3, 0.01825133975730028), (4, 0.92433502141718271)]
_d104 [(1, 0.057954244506610138), (3, 0.02007157279230511), (4, 0.91880946952882658)]
_d105 [(1, 0.047835825621175235), (3, 0.037161151212075555), (4, 0.91239192446036987)]
_d106 [(1, 0.058112567575009405), (3, 0.016563480028783422), (4, 0.92271285370814871)]
_d107 [(1, 0.049874588527016671), (3, 0.017274612905999964), (4, 0.93012761121657661)]
_d108 [(1, 0.080344082081302129), (3, 0.01691071380043101), (4, 0.90007923875316942)]
_d109 [(1, 0.060951326782690135), (3, 0.020325056844622814), (4, 0.91551893448709354)]
_d110 [(1, 0.058687059920140318), (3, 0.020325571081210202), (4, 0.91778268711194289)]
_d111 [(1, 0.047334617440873292), (3, 0.016394869363701124), (4, 0.93368600958806724)]
_d112 [(1, 0.054553863876498708), (3, 0.018894238894287214), (4, 0.92357295078736368)]
_d113 [(1, 0.055813781293641576), (3, 0.015913611515030679), (4, 0.92576473461845177)]
_d114 [(1, 0.066293697827229811), (3, 0.018894233500201668), (4, 0.91183312223072888)]
_d115 [(1, 0.058686004383811247), (3, 0.020324967912595936), (4, 0.91778434581819235)]
_d116 [(1, 0.066297880323306038), (3, 0.018896156328839377), (4, 0.9118270169018583)]
_d117 [(1, 0.045856447766080631), (3, 0.013072092139925211), (4, 0.93901149548852558)]
_d118 [(1, 0.060206492255722832), (3, 0.020851503324349943), (4, 0.91565427791687104)]
_d119 [(1, 0.038161942581193091), (3, 0.020731776740451024), (4, 0.93964947567189261)]
_d120 [(1, 0.088087631216892906), (3, 0.016398394752941046), (4, 0.89292947041516069)]
_d121 [(1, 0.065552808511636335), (3, 0.010938480801584346), (4, 0.92178465606547633)]
_d122 [(1, 0.098260734419898674), (3, 0.016397626435699215), (4, 0.88275713553109758)]
_d123 [(1, 0.053920750571025612), (3, 0.01867494531959207), (4, 0.92445992432698842)]
_d124 [(1, 0.04935336975693571), (3, 0.01709155358152974), (4, 0.93086080409331085)]
_d125 [(1, 0.056548655576062118), (3, 0.019585853625181733), (4, 0.92077779690443173)]
_d126 [(1, 0.048329590542484646), (3, 0.027135434725836495), (4, 0.92189672792892186)]
_d127 [(1, 0.06707584435940149), (3, 0.019120046142422076), (4, 0.91078977513585491)]
_d128 [(1, 0.054561943836867542), (3, 0.018896132676475979), (4, 0.92356297704072843)]
_d129 [(1, 0.06506010213683841), (3, 0.015754908078285758), (4, 0.91670166094948558)]
_d130 [(1, 0.049353779971065763), (3, 0.017096195470353133), (4, 0.93085575198026704)]
_d131 [(1, 0.055864900720900799), (3, 0.019348153752230323), (4, 0.92173637237269535)]
_d132 [(1, 0.048823582259091884), (3, 0.016909917194430808), (4, 0.93160053518309771)]
_d133 [(1, 0.069106597517273244), (3, 0.016736966321859517), (4, 0.91151818936051121)]
_d134 [(1, 0.05943649014341558), (3, 0.020584848611725892), (4, 0.91673298816395132)]
_d135 [(1, 0.060206690010931256), (3, 0.020851616050601918), (4, 0.91565396743517746)]
_d136 [(1, 0.13672044360279045), (3, 0.018896887278630536), (4, 0.84140372267100705)]
_d137 [(1, 0.083866605886600706), (3, 0.017651907686204369), (4, 0.89569856680374238)]
_d138 [(1, 0.064038384850196403), (3, 0.018251416562486071), (4, 0.91483260011039147)]
_d139 [(1, 0.059327403183299363), (3, 0.016911876801972779), (4, 0.92109475464711865)]
_d140 [(1, 0.059259110033676871), (3, 0.023267999567244471), (4, 0.91521093204717752)]
_d141 [(1, 0.061930097909663008), (3, 0.017656293410868801), (4, 0.91763068904652945)]
_d142 [(1, 0.060602263679447564), (3, 0.017272619141286649), (4, 0.91940192983315749)]
_d143 [(1, 0.057240232848404772), (3, 0.01982426086426577), (4, 0.91980977713206291)]
_d144 [(1, 0.053303345622021332), (3, 0.018461359963128879), (4, 0.92532468829310466)]
_d145 [(1, 0.055867557945860666), (3, 0.019349674529352857), (4, 0.92173219436732989)]
_d146 [(1, 0.053305434341683285), (3, 0.018462548903488789), (4, 0.92532141063051532)]
_d147 [(1, 0.045049390846497624), (3, 0.015605276055933108), (4, 0.93688607223935316)]
_d148 [(1, 0.057241880731814992), (3, 0.019825201722844438), (4, 0.9198071883880371)]
_d149 [(1, 0.068709968238028149), (3, 0.019587523548287897), (4, 0.90861481431577829)]
_d150 [(1, 0.051534261975752629), (3, 0.017849572291438374), (4, 0.92780238641352719)]
_d151 [(1, 0.058715911761352518), (3, 0.016737023866514055), (4, 0.92190881757169729)]
_d152 [(1, 0.060206592335328345), (3, 0.020851560482662269), (4, 0.91565412067884056)]
_d153 [(1, 0.093046421159370049), (3, 0.019584489410287394), (4, 0.88428139553895369)]
_d154 [(1, 0.069559572752799961), (3, 0.019824914141651471), (4, 0.90748978394887503)]
_d155 [(1, 0.055869670162468389), (3, 0.019350876589083993), (4, 0.92172888008840481)]
_d156 [(1, 0.047832948338275026), (3, 0.026867282941385344), (4, 0.92268867001797161)]
_d157 [(1, 0.055202445426625182), (3, 0.019118983598621988), (4, 0.92266423661473396)]
_d158 [(1, 0.082895405899351293), (3, 0.020072605528104664), (4, 0.89386727539805344)]
_d159 [(1, 0.053304165043668104), (3, 0.018461827413991008), (4, 0.92532340141958114)]
_d160 [(1, 0.068712433789687416), (3, 0.019583353953267955), (4, 0.90861651836811008)]
_d161 [(1, 0.055864868008689866), (3, 0.019348135545846894), (4, 0.92173642329132854)]
_d162 [(1, 0.057240746576293591), (3, 0.019824554137883445), (4, 0.91980897012992113)]
_d163 [(1, 0.05330337050312705), (3, 0.01846137443700701), (4, 0.92532464893808219)]
_d164 [(1, 0.057240440983245856), (3, 0.019824379580187075), (4, 0.91980945028104411)]
_d165 [(1, 0.055200730126032528), (3, 0.019118006382312296), (4, 0.92266692913374571)]
_d166 [(1, 0.057955940838833118), (3, 0.020072541178826786), (4, 0.91880680480798893)]
_d167 [(1, 0.056548654029538938), (3, 0.019585852741692632), (4, 0.9207777993344457)]
_d168 [(1, 0.070423581841454433), (3, 0.020073009540457702), (4, 0.90633869544273005)]
_d169 [(1, 0.078954738615011885), (3, 0.01912116038016844), (4, 0.89890976664008793)]
_d170 [(1, 0.05654672845026356), (3, 0.019584755227552021), (4, 0.92078082243021953)]
_d171 [(1, 0.060206496047827143), (3, 0.020851505485818128), (4, 0.91565427196329241)]
_d172 [(1, 0.059436963239038229), (3, 0.020585119149027421), (4, 0.91673224453044133)]
_d173 [(1, 0.056545013713982968), (3, 0.019583775787974208), (4, 0.92078351660819691)]
_d174 [(1, 0.10140108035562341), (3, 0.016394792214510637), (4, 0.87961962382268799)]
_d175 [(1, 0.055864416748841191), (3, 0.019347877555062371), (4, 0.92173713254252132)]
_d176 [(1, 0.055201773884565701), (3, 0.019118602845276066), (4, 0.92266528891095689)]
_d177 [(1, 0.053304564812264289), (3, 0.018462052703622896), (4, 0.92532277636087479)]
_d178 [(1, 0.056549968850859327), (3, 0.0195866038546571), (4, 0.92077573339853636)]
_d179 [(1, 0.048833124578546896), (3, 0.027425540613896588), (4, 0.92107536943236834)]
_d180 [(1, 0.10384738015478648), (3, 0.014354294778285965), (4, 0.8795363667103242)]
_d181 [(1, 0.055200701675488621), (3, 0.019117990106977154), (4, 0.92266697385966168)]
_d182 [(1, 0.050342919519073201), (3, 0.023261747164218211), (4, 0.9241333749711772)]
_d183 [(1, 0.057240392932102716), (3, 0.019824352151543718), (4, 0.91980952576088926)]
_d184 [(1, 0.10628897179013252), (3, 0.016070638114893822), (4, 0.87510748380125025)]
_d185 [(1, 0.05654442072554601), (3, 0.019583437213541725), (4, 0.92078444817179472)]
_d186 [(1, 0.048317124860267832), (3, 0.016734771168658128), (4, 0.93230985717546422)]
_d187 [(1, 0.076238701878438161), (3, 0.018461794783361261), (4, 0.90238889721553661)]
_d188 [(1, 0.054556203716352551), (3, 0.018895574356215295), (4, 0.92356927548269263)]
_d189 [(1, 0.056543999434736189), (3, 0.019583196424604436), (4, 0.92078511025206566)]
_d190 [(1, 0.057955972939460323), (3, 0.020072554303622793), (4, 0.91880675958254654)]
_d191 [(1, 0.055790798936381704), (3, 0.021905569548137861), (4, 0.9201745288404638)]
_d192 [(1, 0.065695542511193791), (3, 0.015908887644937607), (4, 0.91588769728124619)]
_d193 [(1, 0.051535275781755881), (3, 0.017850157905181459), (4, 0.92780078699248703)]
_d194 [(1, 0.057962410719201683), (3, 0.020071447200138239), (4, 0.91880142890867356)]
_d195 [(1, 0.055205581278010264), (3, 0.019120775036852704), (4, 0.92265930932125628)]
_d196 [(1, 0.057956641306516371), (3, 0.02007294021967173), (4, 0.91880570529859373)]
_d197 [(1, 0.053303484958267686), (3, 0.018461425283317331), (4, 0.92532448363652531)]
_d198 [(1, 0.057955467766057235), (3, 0.020072269765284714), (4, 0.91880754929489494)]
_d199 [(1, 0.061940273094283578), (3, 0.017651555117119223), (4, 0.91762525216590396)]
_d200 [(1, 0.072102718056555368), (3, 0.017461363397064809), (4, 0.90768318905797474)]
_d201 [(1, 0.049875833661579147), (3, 0.01727358216255425), (4, 0.93012739682767964)]
_d202 [(1, 0.059436523819650582), (3, 0.020584868088564599), (4, 0.91673293501083541)]
_d203 [(1, 0.054552860801183829), (3, 0.01889366572452977), (4, 0.92357452703367737)]
_d204 [(1, 0.05654492660190738), (3, 0.019583725806622019), (4, 0.92078365370173065)]
_d205 [(1, 0.055867015362657965), (3, 0.031363288891956935), (4, 0.90971912258873533)]
_d206 [(1, 0.044187804212715433), (3, 0.015305706629138247), (4, 0.93809399131148219)]
_d207 [(1, 0.051529214609507892), (3, 0.02893491087293916), (4, 0.91672209520445935)]
_d208 [(1, 0.052702773587644351), (3, 0.018254228671595207), (4, 0.92616539925776009)]
_d209 [(1, 0.080346272261016358), (3, 0.01691292147190725), (4, 0.90007484089722145)]
_d210 [(1, 0.094075934034381706), (3, 0.014225551066665646), (4, 0.88945654208414615)]
_d211 [(1, 0.074117791739457817), (3, 0.034987777454171393), (4, 0.88843516995563554)]
_d212 [(1, 0.061945601346871715), (3, 0.017657678372773711), (4, 0.91761380064442633)]
_d213 [(1, 0.055201018623010231), (3, 0.019118171224302545), (4, 0.92266647579442007)]
_d214 [(1, 0.078042463830042388), (3, 0.0189002734167701), (4, 0.90007831629830526)]
_d215 [(1, 0.064053057554525533), (3, 0.018258270708985263), (4, 0.91481107324468647)]
_d216 [(1, 0.055864537023292617), (3, 0.019347945995004685), (4, 0.92173694382797822)]
_d217 [(1, 0.060996743291461278), (3, 0.021125177615546286), (4, 0.91454719511016602)]
_d218 [(1, 0.057240637619736877), (3, 0.019824491768527401), (4, 0.91980914145597159)]
_d219 [(1, 0.056544616422140509), (3, 0.019583549250830303), (4, 0.92078414043767065)]
_d220 [(1, 0.067072203321494994), (3, 0.019121672381701746), (4, 0.91079178993098608)]
_d221 [(1, 0.069559035966021296), (3, 0.019824858060362598), (4, 0.90749037681705791)]
_d222 [(1, 0.055206489623979858), (3, 0.019121285497463007), (4, 0.9226578905135705)]
_d223 [(1, 0.057241574013738493), (3, 0.019825024817637531), (4, 0.91980767201170588)]
_d224 [(1, 0.068409209340390742), (3, 0.016565590391804687), (4, 0.91241410157520064)]
_d225 [(1, 0.061102162687111918), (3, 0.012863166627784568), (4, 0.92400761818265931)]
_d226 [(1, 0.060996743291461278), (3, 0.021125177615546286), (4, 0.91454719511016602)]
_d227 [(1, 0.081874585872741587), (3, 0.019825475920300272), (4, 0.89517420904906431)]
_d228 [(1, 0.060206620273314942), (3, 0.020851576482876093), (4, 0.91565407674060473)]
_d229 [(1, 0.068709857770554952), (3, 0.019584292466675032), (4, 0.90861815587182171)]
_d230 [(1, 0.072227288694186764), (3, 0.020585157783268714), (4, 0.90394188044097057)]
_d231 [(1, 0.05795781630394134), (3, 0.020073610898835911), (4, 0.91880385962055589)]
_d232 [(1, 0.08808450209261573), (3, 0.026587336134297108), (4, 0.88274365815553013)]
_d233 [(1, 0.057957772868139808), (3, 0.020073588525607866), (4, 0.91880392542962841)]
_d234 [(1, 0.058693767190569783), (3, 0.020329382343496603), (4, 0.91777216857102073)]
_d235 [(1, 0.089778746604639956), (3, 0.018897248881386296), (4, 0.8883450580656328)]
_d236 [(1, 0.067567015496882002), (3, 0.014224264357978109), (4, 0.9159667473330797)]
_d237 [(1, 0.053925701778553728), (3, 0.018675713031512334), (4, 0.92445420540587431)]
_d238 [(1, 0.072115123832322159), (3, 0.0283000755712134), (4, 0.89683207110854701)]
_d239 [(1, 0.054560770072815477), (3, 0.018896071114646563), (4, 0.92356421236673547)]
_d240 [(1, 0.066289868210563041), (3, 0.018894947209922661), (4, 0.91183623813613923)]
_d241 [(1, 0.052687139366773827), (3, 0.012759321855225046), (4, 0.93254255107927075)]
_d242 [(1, 0.050971983029170199), (3, 0.017651817566228613), (4, 0.92859327978134254)]
_d243 [(1, 0.054555493847217036), (3, 0.018895164810394917), (4, 0.92357039489854853)]
_d244 [(1, 0.067895986305137421), (3, 0.019348323868975659), (4, 0.90970511667134313)]
_d245 [(1, 0.055211114161968798), (3, 0.019119608685876213), (4, 0.9226549427907812)]
_d246 [(1, 0.060206575689548208), (3, 0.020851550769163962), (4, 0.91565414703814019)]
_d247 [(1, 0.050414243070154977), (3, 0.017461218787594938), (4, 0.92937180865415203)]
_d248 [(1, 0.079905619367765177), (3, 0.019351014237726828), (4, 0.8976927932341543)]
_d249 [(1, 0.047824640076131401), (3, 0.01656525223559828), (4, 0.93299900899638621)]
_d250 [(1, 0.062620153459774466), (3, 0.017848061835833703), (4, 0.91671800538834414)]
_d251 [(1, 0.061262992351507978), (3, 0.017461249916165763), (4, 0.91852302824416565)]
_d252 [(1, 0.05943654293771191), (3, 0.020584878865699343), (4, 0.91673290511561656)]
_d253 [(1, 0.050964748393073821), (3, 0.017651347521002007), (4, 0.92860098446368144)]
_d254 [(1, 0.059436845978059386), (3, 0.020585052077059789), (4, 0.91673242886353279)]
_d255 [(1, 0.059437606068206805), (3, 0.020585485694259723), (4, 0.91673123515525023)]
_d256 [(1, 0.059436422719899157), (3, 0.020584810282749774), (4, 0.91673309391650759)]
_d257 [(1, 0.053311108640578864), (3, 0.018465789955531779), (4, 0.9253124952725803)]
_d258 [(1, 0.053921948487757131), (3, 0.018675628534977354), (4, 0.9244580431933993)]
_d259 [(1, 0.064056990249192106), (3, 0.018260235921847418), (4, 0.91480517533296901)]
_d260 [(1, 0.062608075988273851), (3, 0.024587451376435653), (4, 0.91041469566384248)]
_d261 [(1, 0.055865364978099838), (3, 0.019348415632100276), (4, 0.92173564623506554)]
_d262 [(1, 0.057522597421085238), (3, 0.016397834110096616), (4, 0.92349506485504917)]
_d263 [(1, 0.050972294979278784), (3, 0.017655656042566248), (4, 0.9285891293466032)]
_d264 [(1, 0.045935609493546609), (3, 0.015911308558148048), (4, 0.93564520938041529)]
_d265 [(1, 0.055865647701017075), (3, 0.031369979581364109), (4, 0.90971379956253617)]
_d266 [(1, 0.065261775844432518), (3, 0.013738966395030168), (4, 0.91883381600730196)]
_d267 [(1, 0.067883348150083206), (3, 0.019349819581929297), (4, 0.90971625911020981)]
_d268 [(1, 0.060206573972292066), (3, 0.020851549863494384), (4, 0.91565414966106751)]
_d269 [(1, 0.056558886490200126), (3, 0.019591695179874108), (4, 0.92076172442298987)]
_d270 [(1, 0.058224708242860711), (3, 0.014102962085452126), (4, 0.92544999231829739)]
_d271 [(1, 0.068714401695680105), (3, 0.019584445084489008), (4, 0.90861345932854054)]
_d272 [(1, 0.04899236096281278), (3, 0.016909935365843301), (4, 0.93143173830792514)]
_d273 [(1, 0.050969197521909225), (3, 0.017653889054102812), (4, 0.92859399379623653)]
_d274 [(1, 0.094196001049778752), (3, 0.019825178228924507), (4, 0.88285309156404512)]
_d275 [(1, 0.050419634968681903), (3, 0.017464299164705516), (4, 0.92936333637182522)]
_d276 [(1, 0.053923670874714079), (3, 0.018676610029076196), (4, 0.92445533931021606)]
_d277 [(1, 0.068711509918745431), (3, 0.019585701335002172), (4, 0.90861509485223557)]
_d278 [(1, 0.056544740064912231), (3, 0.019583617004969904), (4, 0.92078394904061711)]
_d279 [(1, 0.068714620300264928), (3, 0.019584443740828149), (4, 0.90861324206762295)]
_d280 [(1, 0.061267971703731147), (3, 0.017466539770187563), (4, 0.91851275902655816)]
_d281 [(1, 0.080880512086774436), (3, 0.019583564724357117), (4, 0.89644822929947865)]
_d282 [(1, 0.074535991769165907), (3, 0.018050435506817428), (4, 0.9045682416330646)]
_d283 [(1, 0.065523893578639331), (3, 0.018674919471988537), (4, 0.91285680716703432)]
_d284 [(1, 0.057954972969085777), (3, 0.020071989853151728), (4, 0.91880832400460111)]
_d285 [(1, 0.056937436236773317), (3, 0.01622995125279602), (4, 0.92427416768258863)]
_d286 [(1, 0.057954191862814204), (3, 0.020071542862600798), (4, 0.91880955210239101)]
_d287 [(1, 0.077132408459149426), (3, 0.030265566302691133), (4, 0.8896576454495515)]
_d288 [(1, 0.068721943374261005), (3, 0.01958837780633645), (4, 0.90860198491961908)]
_d289 [(1, 0.060206572192396925), (3, 0.020851548800692458), (4, 0.91565415250376725)]
_d290 [(1, 0.080877683778398851), (3, 0.01958400506753363), (4, 0.89645061726372433)]
_d291 [(1, 0.056544130059010732), (3, 0.031751115885875036), (4, 0.90861706016636379)]
_d292 [(1, 0.056545387497450146), (3, 0.019583986794103211), (4, 0.9207829318181453)]
_d293 [(1, 0.052210815577115655), (3, 0.01488499484769276), (4, 0.93055859419313613)]
_d294 [(1, 0.057954812511790701), (3, 0.020071897387820874), (4, 0.91880857692743412)]
_d295 [(1, 0.059436580893884053), (3, 0.020584900715523879), (4, 0.91673284530957277)]
_d296 [(1, 0.056549367881760043), (3, 0.019586263168335064), (4, 0.92077667505467053)]
_d297 [(1, 0.051464534137949845), (3, 0.012465172289691075), (4, 0.93410600794541543)]
_d298 [(1, 0.057241274174057416), (3, 0.019824855533196271), (4, 0.91980814113619214)]
_d299 [(1, 0.069046563724272897), (4, 0.92322277392947649)]
_d300 [(1, 0.046861884166437141), (3, 0.016232144994598061), (4, 0.93434752600636373)]
_d301 [(1, 0.049348546323696972), (3, 0.017093207380665956), (4, 0.93086397372382013)]
_d302 [(1, 0.053302458851433622), (3, 0.01846079083183326), (4, 0.92532614419621861)]
_d303 [(1, 0.045481387155493859), (3, 0.015752928654238364), (4, 0.93628235535915516)]
_d304 [(1, 0.057240870309377301), (3, 0.019824624277656432), (4, 0.91980877625691371)]
